cases,gamma
88.00,0.43
63.00,0.44
58.00,0.26
73.00,0.25
73.00,0.26
78.00,0.49
101.00,0.18
92.00,0.30
84.00,0.53
57.00,0.42
60.00,0.99
99.00,0.21
64.00,0.86
73.00,0.49
70.00,0.23
55.00,0.74
73.00,0.46
76.00,0.19
64.00,0.57
93.00,0.50
54.00,0.91
96.00,0.31
36.00,0.99
67.00,0.78
63.00,0.85
93.00,0.39
95.00,0.35
43.00,0.84
83.00,0.66
72.00,0.17
65.00,0.89
75.00,0.54
57.00,0.30
77.00,0.55
56.00,0.64
85.00,0.20
46.00,0.67
67.00,0.83
110.00,0.42
53.00,0.78
77.00,0.50
39.00,0.97
114.00,0.27
59.00,0.82
70.00,0.40
54.00,0.75
90.00,0.62
44.00,0.75
52.00,0.72
57.00,0.60
78.00,0.18
57.00,0.64
85.00,0.59
50.00,0.86
83.00,0.32
66.00,0.34
63.00,0.18
67.00,0.48
83.00,0.67
83.00,0.25
83.00,0.62
68.00,0.77
115.00,0.21
61.00,0.54
47.00,0.31
56.00,0.42
40.00,0.81
70.00,0.52
68.00,0.47
40.00,0.76
63.00,0.93
62.00,0.64
49.00,0.97
47.00,0.69
90.00,0.62
43.00,0.91
96.00,0.47
56.00,0.78
89.00,0.47
58.00,0.54
56.00,0.85
85.00,0.40
91.00,0.51
87.00,0.39
45.00,0.91
42.00,0.75
69.00,0.77
79.00,0.66
64.00,0.71
95.00,0.43
66.00,0.43
59.00,0.51
88.00,0.38
82.00,0.43
59.00,0.79
87.00,0.22
89.00,0.21
68.00,0.80
98.00,0.51
107.00,0.18
67.00,0.43
56.00,0.58
68.00,0.49
73.00,0.49
80.00,0.55
54.00,0.72
76.00,0.40
58.00,0.66
89.00,0.54
96.00,0.47
37.00,0.92
82.00,0.63
44.00,0.90
79.00,0.20
41.00,0.61
61.00,0.95
59.00,0.20
64.00,0.89
78.00,0.72
86.00,0.60
90.00,0.50
87.00,0.44
64.00,0.37
79.00,0.74
82.00,0.32
82.00,0.72
118.00,0.56
79.00,0.28
48.00,0.83
46.00,0.95
68.00,0.41
95.00,0.54
62.00,0.90
92.00,0.45
42.00,0.96
93.00,0.31
59.00,0.92
102.00,0.31
70.00,0.68
88.00,0.32
29.00,0.97
80.00,0.63
86.00,0.31
97.00,0.36
69.00,0.62
33.00,0.90
52.00,0.94
103.00,0.19
65.00,0.77
70.00,0.55
60.00,0.58
49.00,0.63
50.00,0.73
83.00,0.53
58.00,0.71
31.00,0.92
96.00,0.68
69.00,0.47
100.00,0.35
59.00,0.32
57.00,0.98
107.00,0.47
83.00,0.27
55.00,0.33
71.00,0.72
39.00,0.86
78.00,0.44
57.00,0.49
83.00,0.45
37.00,0.87
93.00,0.41
65.00,0.24
67.00,0.46
68.00,0.64
77.00,0.37
38.00,0.89
36.00,0.99
89.00,0.34
58.00,0.22
87.00,0.75
86.00,0.59
54.00,0.46
52.00,0.84
50.00,0.67
79.00,0.29
42.00,0.83
46.00,0.75
70.00,0.55
28.00,1.00
72.00,0.24
33.00,0.97
67.00,0.33
63.00,0.73
68.00,0.30
95.00,0.44
69.00,0.87
69.00,0.18
78.00,0.56
35.00,0.84
93.00,0.55
89.00,0.48
65.00,0.66
46.00,0.89
51.00,0.99
109.00,0.20
77.00,0.30
91.00,0.62
84.00,0.27
103.00,0.38
100.00,0.64
89.00,0.23
72.00,0.23
54.00,0.30
74.00,0.60
70.00,0.53
89.00,0.35
37.00,0.96
54.00,0.80
77.00,0.19
75.00,0.71
66.00,0.56
80.00,0.25
85.00,0.33
65.00,0.71
84.00,0.74
43.00,0.99
87.00,0.43
45.00,0.91
71.00,0.90
64.00,0.64
61.00,0.42
67.00,0.88
89.00,0.72
91.00,0.52
75.00,0.71
61.00,0.70
75.00,0.72
64.00,0.50
94.00,0.63
42.00,0.91
88.00,0.27
85.00,0.67
67.00,0.22
78.00,0.39
68.00,0.31
70.00,0.75
53.00,0.72
64.00,0.72
77.00,0.62
65.00,0.58
71.00,0.56
48.00,0.77
62.00,0.86
111.00,0.35
87.00,0.41
44.00,0.95
59.00,0.81
44.00,0.77
114.00,0.40
80.00,0.60
78.00,0.50
54.00,0.83
54.00,0.95
85.00,0.20
65.00,0.61
48.00,0.96
62.00,0.80
78.00,0.27
41.00,0.93
78.00,0.29
62.00,0.80
84.00,0.51
42.00,0.79
89.00,0.77
67.00,0.25
57.00,0.79
58.00,0.79
58.00,0.86
108.00,0.19
47.00,0.99
99.00,0.48
84.00,0.74
71.00,0.42
70.00,0.54
75.00,0.47
36.00,0.97
52.00,0.29
77.00,0.35
83.00,0.45
64.00,0.67
62.00,0.53
54.00,0.93
72.00,0.48
70.00,0.27
86.00,0.27
74.00,0.37
45.00,0.52
37.00,0.92
75.00,0.75
56.00,0.38
82.00,0.80
87.00,0.72
73.00,0.32
49.00,0.81
42.00,0.26
73.00,0.42
100.00,0.43
112.00,0.37
63.00,0.60
109.00,0.20
92.00,0.23
71.00,0.68
53.00,0.50
64.00,0.86
48.00,0.58
78.00,0.24
66.00,0.86
46.00,0.93
67.00,0.51
46.00,0.90
30.00,0.96
76.00,0.50
116.00,0.37
41.00,0.87
32.00,0.95
73.00,0.48
85.00,0.60
60.00,0.76
68.00,0.61
89.00,0.23
64.00,0.34
93.00,0.68
69.00,0.84
60.00,0.69
45.00,0.91
59.00,0.83
53.00,0.88
67.00,0.37
58.00,0.87
97.00,0.34
41.00,0.80
81.00,0.51
59.00,0.87
76.00,0.21
40.00,0.81
39.00,0.98
67.00,0.57
48.00,0.98
60.00,0.49
105.00,0.19
69.00,0.74
78.00,0.61
71.00,0.89
105.00,0.36
36.00,0.99
104.00,0.32
92.00,0.76
66.00,0.66
110.00,0.22
52.00,0.64
42.00,0.87
54.00,0.87
48.00,0.78
51.00,0.94
46.00,0.97
77.00,0.31
71.00,0.28
86.00,0.55
73.00,0.35
87.00,0.18
91.00,0.46
107.00,0.21
69.00,0.54
59.00,0.78
87.00,0.48
69.00,0.73
54.00,0.99
79.00,0.20
60.00,0.73
68.00,0.73
68.00,0.19
41.00,0.87
123.00,0.28
55.00,0.17
72.00,0.73
53.00,0.95
85.00,0.75
69.00,0.83
67.00,0.79
58.00,0.78
82.00,0.60
96.00,0.28
87.00,0.36
37.00,0.96
83.00,0.30
54.00,0.52
82.00,0.18
93.00,0.22
65.00,0.48
87.00,0.59
47.00,0.77
90.00,0.55
82.00,0.27
61.00,0.44
36.00,0.97
98.00,0.41
90.00,0.52
43.00,0.91
66.00,0.23
58.00,0.89
55.00,0.58
57.00,0.96
98.00,0.48
80.00,0.75
68.00,0.32
63.00,0.85
114.00,0.18
83.00,0.50
66.00,0.66
83.00,0.36
54.00,0.82
88.00,0.52
66.00,0.43
52.00,0.71
73.00,0.59
60.00,0.58
56.00,0.93
86.00,0.71
58.00,0.90
61.00,0.86
58.00,0.65
35.00,0.95
62.00,0.95
98.00,0.28
51.00,0.79
52.00,0.68
82.00,0.64
100.00,0.26
83.00,0.45
72.00,0.46
49.00,0.21
56.00,0.52
67.00,0.67
58.00,0.82
105.00,0.53
48.00,0.81
57.00,0.41
53.00,0.91
81.00,0.17
43.00,0.84
73.00,0.77
45.00,0.83
87.00,0.27
84.00,0.40
75.00,0.66
70.00,0.65
94.00,0.49
114.00,0.31
86.00,0.45
94.00,0.19
77.00,0.70
78.00,0.20
89.00,0.44
52.00,0.96
57.00,0.59
68.00,0.39
63.00,0.34
66.00,0.46
59.00,0.76
66.00,0.28
85.00,0.24
68.00,0.87
79.00,0.45
67.00,0.33
54.00,0.86
62.00,0.54
111.00,0.22
47.00,0.73
34.00,0.90
54.00,0.62
97.00,0.46
68.00,0.69
74.00,0.69
81.00,0.42
65.00,0.71
85.00,0.48
74.00,0.38
41.00,0.98
91.00,0.33
44.00,0.86
57.00,0.89
65.00,0.86
74.00,0.69
99.00,0.35
55.00,0.82
103.00,0.38
58.00,0.83
48.00,0.73
67.00,0.55
80.00,0.22
64.00,0.38
71.00,0.52
57.00,0.70
82.00,0.42
40.00,1.00
76.00,0.39
58.00,0.80
64.00,0.75
92.00,0.25
68.00,0.63
63.00,0.63
88.00,0.33
99.00,0.42
110.00,0.17
78.00,0.82
81.00,0.40
60.00,0.90
68.00,0.22
56.00,0.87
59.00,0.71
29.00,0.99
80.00,0.21
59.00,0.34
48.00,0.99
58.00,0.65
48.00,0.87
77.00,0.71
86.00,0.49
76.00,0.61
56.00,0.58
64.00,0.78
97.00,0.28
57.00,0.61
59.00,0.95
77.00,0.61
31.00,0.98
51.00,0.89
69.00,0.88
94.00,0.60
87.00,0.67
64.00,0.52
59.00,0.88
60.00,0.40
82.00,0.46
120.00,0.31
77.00,0.35
104.00,0.25
75.00,0.20
89.00,0.38
42.00,0.92
67.00,0.59
102.00,0.42
52.00,0.65
57.00,0.43
62.00,0.75
46.00,0.99
97.00,0.58
89.00,0.18
87.00,0.28
75.00,0.76
57.00,0.65
58.00,0.38
109.00,0.47
49.00,0.81
75.00,0.34
110.00,0.26
44.00,0.83
62.00,0.41
67.00,0.75
70.00,0.71
90.00,0.26
92.00,0.48
80.00,0.44
62.00,0.25
75.00,0.49
89.00,0.55
86.00,0.63
86.00,0.22
59.00,0.65
85.00,0.40
72.00,0.33
51.00,0.92
44.00,0.76
68.00,0.33
58.00,0.78
89.00,0.78
104.00,0.37
79.00,0.19
40.00,0.99
83.00,0.53
51.00,0.78
75.00,0.82
73.00,0.57
63.00,0.77
115.00,0.17
97.00,0.41
64.00,0.76
68.00,0.49
81.00,0.47
86.00,0.21
83.00,0.26
56.00,0.51
64.00,0.76
63.00,0.18
112.00,0.46
72.00,0.25
73.00,0.69
105.00,0.40
78.00,0.75
55.00,0.95
69.00,0.65
58.00,0.89
51.00,0.96
61.00,0.83
67.00,0.38
83.00,0.47
49.00,0.82
55.00,0.67
69.00,0.71
85.00,0.60
79.00,0.20
105.00,0.37
81.00,0.59
68.00,0.61
32.00,0.99
52.00,0.70
40.00,0.97
44.00,0.85
110.00,0.20
99.00,0.55
32.00,0.90
71.00,0.53
78.00,0.79
74.00,0.48
60.00,0.98
91.00,0.40
74.00,0.82
74.00,0.61
72.00,0.88
69.00,0.17
95.00,0.50
92.00,0.54
54.00,0.92
87.00,0.68
106.00,0.41
78.00,0.63
60.00,0.23
73.00,0.58
47.00,0.84
48.00,0.87
26.00,0.91
73.00,0.73
34.00,0.87
64.00,0.60
47.00,0.79
79.00,0.49
79.00,0.60
32.00,0.95
77.00,0.85
62.00,0.69
48.00,0.97
65.00,0.77
61.00,0.79
87.00,0.18
82.00,0.25
61.00,0.69
69.00,0.85
68.00,0.66
69.00,0.40
59.00,0.89
89.00,0.47
88.00,0.34
116.00,0.17
89.00,0.50
61.00,0.45
75.00,0.63
78.00,0.27
102.00,0.36
63.00,0.89
56.00,0.66
103.00,0.48
79.00,0.42
73.00,0.29
57.00,0.81
62.00,0.81
91.00,0.62
103.00,0.34
72.00,0.49
99.00,0.34
66.00,0.77
90.00,0.42
106.00,0.17
67.00,0.88
104.00,0.18
82.00,0.52
71.00,0.59
64.00,0.91
35.00,0.95
81.00,0.35
43.00,0.62
96.00,0.44
71.00,0.42
44.00,0.89
91.00,0.19
90.00,0.55
80.00,0.47
69.00,0.39
102.00,0.35
66.00,0.48
105.00,0.26
102.00,0.37
65.00,0.46
48.00,0.95
52.00,0.99
101.00,0.47
34.00,0.90
78.00,0.58
71.00,0.80
59.00,0.62
66.00,0.49
51.00,0.85
84.00,0.59
85.00,0.70
24.00,0.98
47.00,0.80
76.00,0.68
64.00,0.88
66.00,0.43
65.00,0.25
53.00,0.73
75.00,0.85
70.00,0.37
22.00,0.98
64.00,0.46
81.00,0.78
71.00,0.80
37.00,0.96
71.00,0.19
79.00,0.58
84.00,0.44
57.00,0.75
51.00,0.50
117.00,0.62
104.00,0.63
59.00,0.23
72.00,0.88
70.00,0.49
62.00,0.47
93.00,0.19
55.00,0.90
88.00,0.65
59.00,0.20
32.00,0.93
50.00,0.94
89.00,0.46
57.00,0.72
115.00,0.37
83.00,0.56
73.00,0.23
61.00,0.65
87.00,0.29
99.00,0.40
63.00,0.85
48.00,0.85
60.00,0.67
90.00,0.35
74.00,0.19
77.00,0.54
68.00,0.81
39.00,0.89
77.00,0.36
53.00,0.54
41.00,0.82
57.00,0.83
72.00,0.72
50.00,0.57
51.00,0.39
75.00,0.72
40.00,0.45
57.00,0.78
78.00,0.61
90.00,0.20
82.00,0.60
44.00,0.90
44.00,0.88
47.00,0.75
50.00,0.87
88.00,0.68
60.00,0.36
58.00,0.48
81.00,0.55
103.00,0.22
47.00,0.92
50.00,0.92
88.00,0.50
59.00,0.42
48.00,0.87
79.00,0.62
56.00,0.98
41.00,0.89
60.00,0.61
92.00,0.32
93.00,0.33
98.00,0.48
94.00,0.59
83.00,0.21
70.00,0.71
44.00,0.99
88.00,0.70
67.00,0.76
67.00,0.22
44.00,0.98
59.00,0.80
90.00,0.22
61.00,0.85
41.00,0.78
71.00,0.69
67.00,0.83
71.00,0.54
97.00,0.33
89.00,0.45
55.00,0.83
42.00,0.96
74.00,0.39
65.00,0.30
58.00,0.40
61.00,0.81
35.00,0.90
66.00,0.75
81.00,0.54
99.00,0.52
64.00,0.62
70.00,0.36
72.00,0.43
65.00,0.31
54.00,0.55
48.00,0.77
56.00,0.89
95.00,0.67
32.00,0.88
97.00,0.49
48.00,0.60
34.00,0.92
48.00,0.80
61.00,1.00
61.00,0.62
57.00,0.86
66.00,0.28
127.00,0.32
71.00,0.42
91.00,0.29
69.00,0.75
68.00,0.76
61.00,0.92
63.00,0.65
77.00,0.67
53.00,0.81
58.00,0.57
112.00,0.47
96.00,0.53
75.00,0.69
68.00,0.87
91.00,0.53
80.00,0.52
44.00,0.76
59.00,0.63
53.00,0.49
61.00,0.82
65.00,0.61
46.00,0.79
74.00,0.89
106.00,0.27
72.00,0.46
102.00,0.70
103.00,0.45
69.00,0.61
69.00,0.32
89.00,0.59
84.00,0.18
81.00,0.62
51.00,0.69
55.00,0.93
58.00,0.33
73.00,0.41
66.00,0.41
48.00,0.67
100.00,0.42
66.00,0.81
74.00,0.26
47.00,0.60
59.00,0.65
93.00,0.59
58.00,0.92
78.00,0.22
74.00,0.67
78.00,0.65
72.00,0.52
55.00,0.82
65.00,0.49
59.00,0.91
52.00,0.82
69.00,0.63
64.00,0.80
87.00,0.21
81.00,0.35
50.00,0.90
54.00,0.64
49.00,0.58
36.00,0.69
54.00,0.88
86.00,0.43
107.00,0.17
89.00,0.39
109.00,0.60
55.00,0.60
95.00,0.51
88.00,0.45
61.00,0.55
72.00,0.55
66.00,0.20
81.00,0.60
77.00,0.68
49.00,0.67
73.00,0.53
87.00,0.22
81.00,0.75
75.00,0.51
66.00,0.54
69.00,0.58
86.00,0.17
41.00,0.75
63.00,0.41
40.00,0.75
46.00,0.66
92.00,0.30
40.00,0.93
36.00,0.90
91.00,0.34
91.00,0.28
83.00,0.42
52.00,0.62
70.00,0.17
71.00,0.67
66.00,0.41
61.00,0.58
75.00,0.29
79.00,0.51
64.00,0.19
77.00,0.44
77.00,0.49
52.00,0.82
36.00,0.84
93.00,0.26
98.00,0.34
51.00,0.82
80.00,0.66
30.00,0.86
78.00,0.80
45.00,0.91
67.00,0.79
56.00,0.89
96.00,0.65
93.00,0.21
77.00,0.71
50.00,0.75
34.00,0.59
99.00,0.23
96.00,0.36
60.00,0.67
48.00,0.79
90.00,0.42
81.00,0.36
100.00,0.43
101.00,0.26
46.00,0.93
80.00,0.30
64.00,0.80
69.00,0.52
56.00,0.95
46.00,0.83
65.00,0.48
61.00,0.76
67.00,0.74
63.00,0.59
42.00,0.97
45.00,0.75
81.00,0.51
68.00,0.61
41.00,0.69
49.00,0.86
66.00,0.71
66.00,0.43
67.00,0.81
43.00,0.77
82.00,0.40
62.00,0.85
45.00,0.84
55.00,0.78
69.00,0.20
83.00,0.59
41.00,0.86
81.00,0.30
91.00,0.39
47.00,0.54
24.00,0.92
82.00,0.71
32.00,0.87
88.00,0.52
87.00,0.54
56.00,0.84
43.00,0.74
44.00,0.94
48.00,0.91
61.00,0.51
98.00,0.73
84.00,0.63
71.00,0.29
69.00,0.53
76.00,0.20
35.00,0.92
73.00,0.37
87.00,0.53
40.00,0.78
51.00,0.86
88.00,0.54
72.00,0.40
59.00,0.86
84.00,0.55
47.00,0.91
70.00,0.52
78.00,0.19
39.00,0.83
64.00,0.41
68.00,0.46
48.00,0.73
91.00,0.69
55.00,0.86
66.00,0.21
103.00,0.34
64.00,0.32
69.00,0.83
107.00,0.26
53.00,0.76
70.00,0.26
43.00,0.98
68.00,0.83
86.00,0.56
60.00,0.44
56.00,0.40
46.00,0.86
85.00,0.59
32.00,0.95
54.00,0.95
85.00,0.60
50.00,0.92
118.00,0.30
65.00,0.19
59.00,0.78
58.00,0.40
48.00,0.54
50.00,0.91
51.00,0.71
57.00,0.95
57.00,0.95
62.00,0.53
49.00,0.95
59.00,0.68
41.00,0.93
72.00,0.33
81.00,0.18
73.00,0.38
60.00,0.23
59.00,0.88
51.00,0.55
49.00,0.90
65.00,0.50
37.00,0.98
66.00,0.63
58.00,0.92
86.00,0.62
58.00,0.75
62.00,0.74
54.00,0.58
64.00,0.58
87.00,0.50
64.00,0.45
71.00,0.65
41.00,0.42
62.00,0.76
39.00,0.89
62.00,0.55
66.00,0.29
101.00,0.37
95.00,0.35
51.00,0.95
75.00,0.68
88.00,0.41
63.00,0.60
71.00,0.54
73.00,0.23
100.00,0.76
88.00,0.56
110.00,0.33
76.00,0.52
111.00,0.25
40.00,0.73
77.00,0.38
103.00,0.40
64.00,0.67
59.00,0.96
95.00,0.17
98.00,0.57
116.00,0.59
67.00,0.90
66.00,0.35
107.00,0.28
44.00,0.99
42.00,0.41
93.00,0.19
62.00,0.49
85.00,0.41
81.00,0.53
118.00,0.19
82.00,0.40
73.00,0.79
110.00,0.18
82.00,0.59
64.00,0.40
102.00,0.27
95.00,0.29
84.00,0.46
57.00,0.28
24.00,0.97
69.00,0.70
39.00,0.96
59.00,0.32
39.00,0.92
64.00,0.81
55.00,0.65
105.00,0.44
99.00,0.27
69.00,0.59
110.00,0.17
92.00,0.18
66.00,0.74
125.00,0.25
52.00,0.48
65.00,0.68
52.00,0.84
64.00,0.88
75.00,0.56
63.00,0.42
78.00,0.63
38.00,0.90
50.00,0.79
77.00,0.63
49.00,0.67
37.00,0.86
29.00,0.94
75.00,0.38
50.00,0.50
102.00,0.76
54.00,0.80
58.00,0.43
85.00,0.32
89.00,0.45
82.00,0.56
74.00,0.72
55.00,0.91
49.00,0.58
79.00,0.21
65.00,0.70
92.00,0.48
47.00,0.81
51.00,0.51
88.00,0.29
61.00,0.91
43.00,0.95
77.00,0.61
60.00,0.42
86.00,0.25
92.00,0.35
47.00,0.54
88.00,0.26
73.00,0.51
67.00,0.85
68.00,0.30
51.00,0.45
45.00,0.90
36.00,0.95
43.00,0.81
38.00,0.98
59.00,0.41
64.00,0.71
58.00,0.69
113.00,0.57
62.00,0.79
83.00,0.20
76.00,0.19
73.00,0.34
77.00,0.68
115.00,0.26
68.00,0.47
64.00,0.72
67.00,0.60
97.00,0.46
64.00,0.70
54.00,0.56
44.00,0.87
73.00,0.52
83.00,0.36
88.00,0.48
63.00,0.60
92.00,0.20
42.00,0.84
82.00,0.19
52.00,0.79
81.00,0.54
72.00,0.58
52.00,0.95
60.00,0.63
66.00,0.78
78.00,0.18
55.00,0.81
40.00,0.95
79.00,0.56
35.00,0.99
38.00,0.99
67.00,0.70
64.00,0.75
59.00,0.80
73.00,0.56
77.00,0.17
82.00,0.36
104.00,0.45
79.00,0.60
41.00,0.92
74.00,0.63
56.00,0.70
102.00,0.18
68.00,0.66
50.00,0.39
83.00,0.63
72.00,0.81
29.00,0.98
89.00,0.36
101.00,0.52
78.00,0.70
108.00,0.48
38.00,0.78
57.00,0.63
86.00,0.39
78.00,0.36
103.00,0.26
93.00,0.39
89.00,0.37
55.00,0.66
75.00,0.46
98.00,0.30
39.00,0.78
43.00,0.89
59.00,0.29
40.00,0.98
81.00,0.41
63.00,0.55
78.00,0.52
94.00,0.39
82.00,0.44
61.00,0.75
114.00,0.55
81.00,0.72
112.00,0.39
41.00,0.98
101.00,0.31
37.00,0.94
60.00,0.24
64.00,0.24
66.00,0.51
80.00,0.27
51.00,0.30
38.00,1.00
68.00,0.43
80.00,0.68
54.00,0.63
96.00,0.53
77.00,0.43
73.00,0.32
106.00,0.44
46.00,0.93
83.00,0.56
114.00,0.38
51.00,0.87
87.00,0.19
87.00,0.28
60.00,0.76
57.00,0.61
80.00,0.25
47.00,0.98
43.00,0.67
48.00,0.79
51.00,0.78
94.00,0.58
56.00,0.58
71.00,0.59
39.00,0.94
81.00,0.50
61.00,0.87
85.00,0.35
68.00,0.63
58.00,0.98
59.00,0.32
46.00,0.91
81.00,0.53
60.00,0.78
77.00,0.30
55.00,0.86
86.00,0.46
94.00,0.38
60.00,0.90
46.00,0.94
59.00,0.81
76.00,0.38
65.00,0.67
31.00,0.97
50.00,0.29
61.00,0.67
44.00,0.84
51.00,0.32
53.00,0.93
44.00,0.93
61.00,0.39
85.00,0.50
77.00,0.59
85.00,0.37
43.00,0.87
68.00,0.75
88.00,0.61
49.00,0.74
36.00,0.85
102.00,0.17
64.00,0.73
98.00,0.63
42.00,0.97
47.00,0.57
48.00,0.98
101.00,0.64
64.00,0.68
76.00,0.84
77.00,0.23
75.00,0.33
93.00,0.23
51.00,0.87
85.00,0.21
71.00,0.77
75.00,0.39
68.00,0.86
103.00,0.58
89.00,0.34
78.00,0.43
86.00,0.37
77.00,0.47
40.00,0.90
75.00,0.49
65.00,0.89
68.00,0.89
60.00,0.80
70.00,0.62
88.00,0.31
68.00,0.79
44.00,0.90
45.00,0.82
95.00,0.29
78.00,0.68
49.00,0.65
81.00,0.25
103.00,0.22
91.00,0.60
48.00,0.89
56.00,0.57
96.00,0.69
47.00,0.91
41.00,0.71
56.00,0.94
111.00,0.27
47.00,0.98
70.00,0.53
54.00,0.93
58.00,0.92
84.00,0.72
45.00,0.72
69.00,0.57
31.00,1.00
97.00,0.36
62.00,0.55
44.00,0.96
71.00,0.56
73.00,0.34
64.00,0.29
90.00,0.49
80.00,0.26
96.00,0.33
80.00,0.17
42.00,0.98
92.00,0.38
79.00,0.51
57.00,0.17
57.00,0.70
79.00,0.32
74.00,0.54
58.00,0.59
44.00,0.88
100.00,0.32
80.00,0.62
92.00,0.30
73.00,0.18
89.00,0.66
54.00,0.64
52.00,0.85
70.00,0.35
81.00,0.49
91.00,0.25
90.00,0.37
93.00,0.41
74.00,0.76
87.00,0.18
69.00,0.61
81.00,0.54
50.00,0.80
85.00,0.45
69.00,0.54
42.00,0.91
52.00,0.94
96.00,0.40
56.00,0.91
107.00,0.18
63.00,0.46
61.00,0.55
63.00,0.64
83.00,0.54
117.00,0.26
70.00,0.69
64.00,0.87
57.00,0.76
90.00,0.35
58.00,0.92
93.00,0.43
75.00,0.34
47.00,0.93
100.00,0.19
48.00,0.66
56.00,0.58
85.00,0.41
54.00,0.86
75.00,0.24
105.00,0.27
56.00,0.46
103.00,0.23
64.00,0.62
41.00,0.98
60.00,0.88
92.00,0.49
84.00,0.27
51.00,0.99
58.00,0.35
48.00,0.88
34.00,1.00
75.00,0.35
65.00,0.29
53.00,0.23
75.00,0.48
73.00,0.53
65.00,0.74
105.00,0.23
109.00,0.23
70.00,0.35
53.00,0.72
107.00,0.22
86.00,0.21
120.00,0.27
94.00,0.20
88.00,0.39
66.00,0.34
61.00,0.70
90.00,0.38
64.00,0.72
58.00,0.86
81.00,0.27
63.00,0.53
49.00,0.71
52.00,0.73
73.00,0.74
74.00,0.19
63.00,0.67
87.00,0.37
78.00,0.86
65.00,0.72
89.00,0.43
101.00,0.48
74.00,0.29
80.00,0.23
43.00,0.81
63.00,0.85
60.00,0.81
72.00,0.49
79.00,0.51
71.00,0.75
80.00,0.33
92.00,0.20
52.00,0.80
53.00,0.92
48.00,0.84
47.00,0.97
58.00,0.19
57.00,0.68
43.00,0.86
51.00,0.90
79.00,0.44
66.00,0.74
28.00,0.99
67.00,0.19
72.00,0.65
72.00,0.54
61.00,0.32
95.00,0.36
43.00,0.83
74.00,0.41
70.00,0.30
74.00,0.41
61.00,0.56
65.00,0.35
63.00,0.72
81.00,0.40
65.00,0.65
106.00,0.48
78.00,0.44
38.00,0.95
62.00,0.84
118.00,0.46
80.00,0.25
66.00,0.43
36.00,0.92
59.00,0.89
86.00,0.58
61.00,0.37
38.00,0.90
66.00,0.74
56.00,0.45
49.00,0.83
56.00,0.74
71.00,0.38
113.00,0.32
98.00,0.52
78.00,0.53
46.00,0.95
69.00,0.44
88.00,0.34
87.00,0.77
86.00,0.17
43.00,0.82
53.00,0.80
77.00,0.17
45.00,0.95
53.00,0.75
82.00,0.31
50.00,0.82
65.00,0.48
81.00,0.60
74.00,0.51
105.00,0.37
80.00,0.56
70.00,0.58
71.00,0.75
57.00,0.43
104.00,0.23
101.00,0.47
99.00,0.26
85.00,0.27
80.00,0.65
111.00,0.18
99.00,0.45
73.00,0.68
69.00,0.63
34.00,0.81
31.00,0.86
30.00,0.96
39.00,0.96
85.00,0.35
105.00,0.18
33.00,0.85
90.00,0.28
98.00,0.25
94.00,0.42
85.00,0.44
69.00,0.51
68.00,0.20
48.00,0.99
68.00,0.65
65.00,0.81
71.00,0.35
92.00,0.37
73.00,0.54
87.00,0.51
41.00,0.95
68.00,0.68
72.00,0.69
91.00,0.20
65.00,0.72
75.00,0.46
103.00,0.45
100.00,0.40
65.00,0.17
75.00,0.34
66.00,0.90
70.00,0.76
98.00,0.43
99.00,0.32
56.00,0.85
69.00,0.42
58.00,0.47
65.00,0.63
52.00,0.87
79.00,0.60
63.00,0.76
60.00,0.54
57.00,0.92
80.00,0.25
55.00,0.52
55.00,0.41
46.00,0.37
42.00,0.66
99.00,0.30
38.00,0.91
76.00,0.34
42.00,0.95
64.00,0.43
48.00,0.96
113.00,0.40
67.00,0.54
88.00,0.71
86.00,0.79
77.00,0.57
59.00,0.63
45.00,0.91
67.00,0.53
82.00,0.34
47.00,0.96
62.00,0.73
86.00,0.61
61.00,0.54
34.00,0.86
93.00,0.30
74.00,0.33
92.00,0.27
84.00,0.48
47.00,0.77
59.00,0.32
110.00,0.19
85.00,0.52
68.00,0.63
86.00,0.35
54.00,0.98
111.00,0.33
36.00,0.97
57.00,0.22
60.00,0.20
79.00,0.54
39.00,0.89
87.00,0.48
92.00,0.48
71.00,0.62
78.00,0.81
79.00,0.33
99.00,0.37
53.00,0.89
65.00,0.19
65.00,0.42
78.00,0.28
91.00,0.51
94.00,0.18
103.00,0.37
64.00,0.31
89.00,0.54
88.00,0.69
97.00,0.26
59.00,0.92
88.00,0.62
49.00,0.95
56.00,0.67
51.00,0.98
77.00,0.24
34.00,0.90
75.00,0.23
99.00,0.53
90.00,0.24
60.00,0.86
67.00,0.51
83.00,0.50
62.00,0.41
36.00,0.92
57.00,0.78
42.00,0.94
81.00,0.40
84.00,0.76
65.00,0.39
75.00,0.77
46.00,0.77
104.00,0.20
72.00,0.17
73.00,0.63
93.00,0.66
69.00,0.70
85.00,0.34
33.00,0.99
70.00,0.43
71.00,0.50
109.00,0.45
42.00,0.82
69.00,0.88
135.00,0.36
70.00,0.17
77.00,0.39
72.00,0.38
81.00,0.66
70.00,0.46
84.00,0.33
71.00,0.44
83.00,0.56
58.00,0.46
75.00,0.55
82.00,0.53
94.00,0.24
84.00,0.24
101.00,0.33
80.00,0.17
32.00,0.83
72.00,0.70
55.00,0.75
73.00,0.41
84.00,0.51
71.00,0.39
80.00,0.39
44.00,0.99
96.00,0.27
64.00,0.68
72.00,0.52
44.00,0.90
62.00,0.80
72.00,0.31
85.00,0.55
